0.030000 
0.160000 
 1758 
0 , 0.450723 
1 , 0.359543 
2 , 0.294988 
3 , 0.576831 
4 , 0.488135 
5 , 0.521351 
6 , 0.419890 
7 , 0.527149 
8 , 0.574918 
9 , 0.515382 
10 , 0.509529 
11 , 0.525971 
12 , 0.393982 
13 , 0.480413 
14 , 0.382928 
15 , 0.552482 
16 , 0.599447 
17 , 0.572504 
18 , 0.425606 
19 , 0.578344 
20 , 0.341267 
21 , 0.371249 
22 , 0.440068 
23 , 0.426856 
24 , 0.581988 
25 , 0.452673 
26 , 0.554939 
27 , 0.515711 
28 , 0.332123 
29 , 0.460441 
30 , 0.358409 
31 , 0.405156 
32 , 0.681642 
33 , 0.373099 
34 , 0.452927 
35 , 0.528670 
36 , 0.569345 
37 , 0.404962 
38 , 0.471232 
39 , 0.394740 
40 , 0.447109 
41 , 0.516874 
42 , 0.457550 
43 , 0.506488 
44 , 0.449796 
45 , 0.463500 
46 , 0.380628 
47 , 0.517579 
48 , 0.494898 
49 , 0.427333 
50 , 0.508485 
51 , 0.564768 
52 , 0.381264 
53 , 0.471596 
54 , 0.449135 
55 , 0.548899 
56 , 0.381200 
57 , 0.489719 
58 , 0.634532 
59 , 0.540304 
60 , 0.674374 
61 , 0.535409 
62 , 0.427802 
63 , 0.572933 
64 , 0.478348 
65 , 0.465645 
66 , 0.562241 
67 , 0.444893 
68 , 0.526973 
69 , 0.586519 
70 , 0.527240 
71 , 0.551405 
72 , 0.646657 
73 , 0.484886 
74 , 0.346146 
75 , 0.429928 
76 , 0.507914 
77 , 0.501111 
78 , 0.361929 
79 , 0.501045 
80 , 0.446196 
81 , 0.509708 
82 , 0.439138 
83 , 0.583298 
84 , 0.467903 
85 , 0.427115 
86 , 0.596273 
87 , 0.445056 
88 , 0.397453 
89 , 0.508915 
90 , 0.526603 
91 , 0.377963 
92 , 0.469062 
93 , 0.550957 
94 , 0.540798 
95 , 0.598380 
96 , 0.370357 
97 , 0.437126 
98 , 0.521862 
99 , 0.348507 
100 , 0.434236 
101 , 0.371152 
102 , 0.468476 
103 , 0.375809 
104 , 0.347638 
105 , 0.445562 
106 , 0.489835 
107 , 0.532078 
108 , 0.689753 
109 , 0.439310 
110 , 0.531133 
111 , 0.464302 
112 , 0.439746 
113 , 0.469258 
114 , 0.452536 
115 , 0.230417 
116 , 0.414179 
117 , 0.343550 
118 , 0.528944 
119 , 0.422315 
120 , 0.551584 
121 , 0.520600 
122 , 0.359508 
123 , 0.448392 
124 , 0.563961 
125 , 0.566786 
126 , 0.357781 
127 , 0.538570 
128 , 0.663915 
129 , 0.523535 
130 , 0.412371 
131 , 0.434828 
132 , 0.666064 
133 , 0.532697 
134 , 0.432541 
135 , 0.344096 
136 , 0.469789 
137 , 0.679853 
138 , 0.481960 
139 , 0.482587 
140 , 0.552336 
141 , 0.406152 
142 , 0.437269 
143 , 0.394415 
144 , 0.368496 
145 , 0.379389 
146 , 0.408118 
147 , 0.458316 
148 , 0.565097 
149 , 0.416768 
150 , 0.526239 
151 , 0.338556 
152 , 0.552784 
153 , 0.514372 
154 , 0.608297 
155 , 0.564670 
156 , 0.328717 
157 , 0.512397 
158 , 0.471382 
159 , 0.476003 
160 , 0.411433 
161 , 0.601095 
162 , 0.616155 
163 , 0.332042 
164 , 0.350161 
165 , 0.564602 
166 , 0.574906 
167 , 0.431450 
168 , 0.574969 
169 , 0.415929 
170 , 0.356799 
171 , 0.504424 
172 , 0.572900 
173 , 0.384242 
174 , 0.578846 
175 , 0.499423 
176 , 0.398683 
177 , 0.567411 
178 , 0.534743 
179 , 0.420431 
180 , 0.325932 
181 , 0.567032 
182 , 0.572859 
183 , 0.389823 
184 , 0.306939 
185 , 0.552712 
186 , 0.389415 
187 , 0.472041 
188 , 0.551882 
189 , 0.529375 
190 , 0.319395 
191 , 0.426146 
192 , 0.387321 
193 , 0.428770 
194 , 0.510425 
195 , 0.411982 
196 , 0.411899 
197 , 0.496903 
198 , 0.563970 
199 , 0.554670 
200 , 0.569641 
201 , 0.404029 
202 , 0.578093 
203 , 0.419429 
204 , 0.468492 
205 , 0.418060 
206 , 0.462552 
207 , 0.382649 
208 , 0.473588 
209 , 0.306935 
210 , 0.498060 
211 , 0.686516 
212 , 0.439780 
213 , 0.459425 
214 , 0.379248 
215 , 0.520429 
216 , 0.447222 
217 , 0.525801 
218 , 0.413069 
219 , 0.544446 
220 , 0.527324 
221 , 0.367526 
222 , 0.411507 
223 , 0.457089 
224 , 0.394985 
225 , 0.329839 
226 , 0.461539 
227 , 0.655353 
228 , 0.385507 
229 , 0.329247 
230 , 0.476566 
231 , 0.535939 
232 , 0.400432 
233 , 0.440474 
234 , 0.330691 
235 , 0.523228 
236 , 0.561517 
237 , 0.424406 
238 , 0.427902 
239 , 0.472494 
240 , 0.460269 
241 , 0.415869 
242 , 0.338703 
243 , 0.479016 
244 , 0.422573 
245 , 0.462140 
246 , 0.701328 
247 , 0.375719 
248 , 0.615427 
249 , 0.451324 
250 , 0.355710 
251 , 0.387340 
252 , 0.394181 
253 , 0.349266 
254 , 0.490414 
255 , 0.501279 
256 , 0.601316 
257 , 0.421436 
258 , 0.605886 
259 , 0.360164 
260 , 0.480183 
261 , 0.355912 
262 , 0.574794 
263 , 0.525564 
264 , 0.449666 
265 , 0.343571 
266 , 0.534548 
267 , 0.494072 
268 , 0.385290 
269 , 0.458592 
270 , 0.527719 
271 , 0.432808 
272 , 0.543610 
273 , 0.475195 
274 , 0.464126 
275 , 0.370513 
276 , 0.461605 
277 , 0.416744 
278 , 0.592680 
279 , 0.493814 
280 , 0.506477 
281 , 0.480813 
282 , 0.334745 
283 , 0.491815 
284 , 0.532147 
285 , 0.336930 
286 , 0.522466 
287 , 0.373167 
288 , 0.503315 
