0.030000 
0.135000 
 1758 
0 , 0.435789 
1 , 0.461150 
2 , 0.416910 
3 , 0.355907 
4 , 0.326247 
5 , 0.421627 
6 , 0.425178 
7 , 0.388915 
8 , 0.449815 
9 , 0.411748 
10 , 0.344346 
11 , 0.427785 
12 , 0.249672 
13 , 0.455767 
14 , 0.512649 
15 , 0.491234 
16 , 0.406067 
17 , 0.409769 
18 , 0.483540 
19 , 0.296450 
20 , 0.318586 
21 , 0.505765 
22 , 0.390912 
23 , 0.362109 
24 , 0.410262 
25 , 0.307932 
26 , 0.331435 
27 , 0.449316 
28 , 0.312211 
29 , 0.505141 
30 , 0.441928 
31 , 0.386247 
32 , 0.434851 
33 , 0.346427 
34 , 0.443154 
35 , 0.372240 
36 , 0.389655 
37 , 0.540349 
38 , 0.340452 
39 , 0.362876 
40 , 0.467936 
41 , 0.437986 
42 , 0.417136 
43 , 0.513445 
44 , 0.393261 
45 , 0.375789 
46 , 0.374072 
47 , 0.344474 
48 , 0.396438 
49 , 0.405819 
50 , 0.313351 
51 , 0.394507 
52 , 0.312268 
53 , 0.437892 
54 , 0.331909 
55 , 0.360582 
56 , 0.390237 
57 , 0.383745 
58 , 0.400602 
59 , 0.375345 
60 , 0.317599 
61 , 0.319177 
62 , 0.490233 
63 , 0.267118 
64 , 0.314326 
65 , 0.348455 
66 , 0.451828 
67 , 0.385249 
68 , 0.319712 
69 , 0.484352 
70 , 0.423017 
71 , 0.481252 
72 , 0.410692 
73 , 0.315423 
74 , 0.469724 
75 , 0.486363 
76 , 0.400363 
77 , 0.457188 
78 , 0.413193 
79 , 0.557202 
80 , 0.357712 
81 , 0.467218 
82 , 0.397090 
83 , 0.521878 
84 , 0.303187 
85 , 0.373399 
86 , 0.355540 
87 , 0.398054 
88 , 0.387521 
89 , 0.399050 
90 , 0.454788 
91 , 0.370476 
92 , 0.430175 
93 , 0.535577 
94 , 0.371387 
95 , 0.340219 
96 , 0.421027 
97 , 0.374402 
98 , 0.381403 
99 , 0.410821 
100 , 0.409897 
101 , 0.409908 
102 , 0.469260 
103 , 0.415626 
104 , 0.407846 
105 , 0.371867 
106 , 0.371891 
107 , 0.444253 
108 , 0.409639 
109 , 0.244758 
110 , 0.419765 
111 , 0.477500 
112 , 0.425314 
113 , 0.450676 
114 , 0.528375 
115 , 0.286069 
116 , 0.465402 
117 , 0.396936 
118 , 0.367283 
119 , 0.404880 
120 , 0.343823 
121 , 0.533647 
122 , 0.471023 
123 , 0.343169 
124 , 0.458737 
125 , 0.468660 
126 , 0.393183 
127 , 0.536041 
128 , 0.347521 
129 , 0.444833 
130 , 0.381658 
131 , 0.349675 
132 , 0.477827 
133 , 0.428332 
134 , 0.284454 
135 , 0.490995 
136 , 0.503648 
137 , 0.374195 
138 , 0.386838 
139 , 0.352581 
140 , 0.363294 
141 , 0.515872 
